,textdata,seq_len,id,case_name,first_party,second_party,winner_label,timeline,decision_type
2885,"Gtlow  clst ws rrested n 1919  dstrng  “Left Wng Mnfes"" tht clled  t estblshnt  clsm  strkes nd clss ct  ny m Gtlow ws cvcted  New Yk’s Crmnl Anrchy Lw whch punsd dvoctng t throw  t gnnt  ce At  trl Gtlow rgued tht snce tre ws no resultng ct flg  t mnfes's publct t sttute penlzed utternces wth propensty  nctent  ccrete ct T ppellte dvs ffrd  cvct s  t New Yk Ct  Appels t hgst ct n tht stte",627,62436,Gitlow v. New York,Benjamin Gitlow,People of the State of New York,0,1900-1940,majority opinion
2886,Roy Olmsted ws  suspected bootlegger Wth judcl pprovl federl gents nstlled wretps n t bsent  Olmsted's buldng (wre  mntned n fce) nd n t streets ner  ho Olmsted ws cvcted wth evdence obtned  t wretps T cse ws decded lg wth Green v Unted Sttes n whch Green nd severl otr defendnts re smlrly cvcted bsed  lleglly obtned wre-tpped cversts  csprcy  volte t Ntl Prohbt Act  mptng possessng nd sellng llegl lqus T cse ws l decded wth McInns v Unted Sttes,629,62445,Olmstead v. United States,Roy Olmstead et al.,United States,0,1900-1940,majority opinion
2887,"Nne blck yhs -- descrd s ""ng gnt nd llterte"" -- re ccused  rpng two whte w Albm fcls sprnted  t legl proceedngs:  tl  three trls ok e dy nd ll nne re sentenced  deth Albm lw requred t pptnt  counsel n cptl cses  t ttneys  not csult wth tr clents nd hd ne lttle  thn pper  represent tm t t trl T cse ws decded getr wth Ptters v Albm nd Weems v Albm",519,62449,Powell v. Alabama,Ozie Powell,Alabama,0,1900-1940,majority opinion
2888,"In  Mnnepols newspper clled T Sturdy Press Jy Ner nd Howrd Guld ccused locl fcls  ng mplcted wth gngsters Mnnet fcls s  permnent njunct gnst T Sturdy Press  t grounds tht t volted t Publc Nusnce Lw cuse t ws mlcous scndlous nd defmty T lw provded tht ny pers ""engged n t busness""  regulrly publshng  crcultng n ""obscene lewd nd lscvous""   ""mlcous scndlous nd defmty"" newspper  perodcl ws gulty   nusnce nd   enjed   commttng  mntnng t nusnce T stte sre ct ld  t tempry njunct nd t permnent njunct tht eventully ssued  t trl ct",775,62447,Near v. Minnesota ex rel. Olson,Jay Near,Minnesota ex rel. Olson,1,1900-1940,majority opinion
2889,In t 1933 Agrculturl Adjustnt Act Cgress mplented  processng tx  grculturl commodtes  whch funds   redstred  frrs  promsed  reduce tr crege T Act ntended  lve t crss n grculturl commodty prces whch ws cusng mny frrs  go  Authty  determne whch crops   ffected ws grnted  t Secretry  Agrculture He decded tht e  t crops   cott nd Butler receved  tx clm s  recevers  t Hoosl Mlls Cp  cott process,562,62459,United States v. Butler,United States,"William M. Butler et al., Receivers of Hoosac Mills Corp.",0,1900-1940,majority opinion
2890,Under t Ntl Industrl Recy Act Cgress llod t Presdent  regulte certn ndustres  dstrng uthty  develop codes  cduct mg busness gros nd bds n  ndustres T Act  not provde stndrds  t Presdent  t busness gros n mplentng ts objectves Wn Scchter Poultry Cp ws ndcted  voltng  busness code gnng t poultry ndustry n New Yk Cty t rgued tht t lw ws n uncsttutl volt  t n-delegt ctrne,539,62457,A. L. A. Schechter Poultry Corporation v. United States,A. L. A. Schechter Poultry Corporation,United States,1,1900-1940,majority opinion
2891,T Curtss-Wrght Expt Cpt  ps mnufcturer ld fghter plnes nd bomrs  Bolv  t Chco Wr  whch Prguy nd Bolv ctested ctrol   sem-rd reg T volted  Jt Relut  Cgress nd  proclmt ssued  Presdent Roosevelt whch bnned US ps mnufcturers  dng etr sde  t wr Chllengng ts ndctnt Curtss-Wrght rgued tht Cgress hd volted t n-delegt ctrne n llg t executve brnch  mke decss tht re properly left  t legslture,582,62463,United States v. Curtiss-Wright Export Corporation,United States,Curtiss-Wright Export Corporation,1,1900-1940,majority opinion
2892,Wth t Ntl Lb Relts Act (NLRA)  1935 Cgress determned tht lb-mngent dsputes re drectly relted  t flow  nterstte comrce nd thus   regulted  t ntl gnnt T Ntl Lb Relts Bd (NLRB) chrged Jes &mp; Lughln Steel Co t country’s fth lrgest steel producer wth dscrmntng gnst employees  re un mrs,415,62466,National Labor Relations Board v. Jones & Laughlin Steel Corporation,National Labor Relations Board,Jones & Laughlin Steel Corporation,1,1900-1940,majority opinion
2893,Under Wshngt stte lw t Industrl Welfre Commttee nd Servs  W n Industry set  mnmum wge  $1450  ech wk ek  48 hs Else Prrsh n employee  t West Cost Hotel Compny receved n mount less thn t wge Prrsh br  sut  rec t dfference ten t wges pd  r nd t mnmum wge fxed  stte lw In rulng  t hotel t lor ct reled  Adkns v Chldren's Hosptl (1923) n whch t Ct struck wn  mnmum wge lw  wkng w,613,62465,West Coast Hotel Company v. Parrish,West Coast Hotel Company,"Ernest Parrish and Elsie Parrish, his wife",0,1900-1940,majority opinion
2894,Frnk Plko hd en chrged wth frst-degree murder He ws cvcted nsted  secd-degree murder nd sentenced  lfe mprsnt T stte  Cnectcut ppeled nd w  new trl; t t t ct found Plko gulty  frst-degree murder nd sentenced   deth,292,62469,Palko v. Connecticut,Frank Palko,Connecticut,0,1900-1940,majority opinion
2895,"An Arknss federl dstrct ct chrged Jck Mller nd Frnk Lyt wth voltng t Ntl Frerms Act   1934 (""NFA"") wn ty trnspted  sd-f uble-brrel 12-guge shotgun n nterstte comrce Mller nd Lyt rgued tht t NFA volted tr Secd Andnt rght  keep nd r rms T dstrct ct greed nd dsmssed t cse",375,62475,United States v. Miller,United States,Jack Miller and Frank Layton,1,1900-1940,majority opinion
2896,In 1938 Cgress pssed t Fr Lb Stndrds Act (FLSA)  regulte mny spects  employnt ncludng mnmum wges mxmum ekly hs nd chld lb Wn  lumr mnufcturer Dr shpped lumr   stte  ws rrested  voltng t FLSA Hs chrges re dsmssed cuse t federl dstrct ct found tht FLSA ws uncsttutl T ct resed tht t FLSA’s potentl effects  ntrstte ctvtes volted t Comrce Cluse,484,62483,United States v. Darby,United States,F. W. Darby Lumber Company and Fred W. Darby,1,1940-1955,majority opinion
2897,In 1935 Llln nd Wllm Gobts re expelled  Pennsylvn publc schools  refusng  slute t flg s prt   dly school exercse T Gobts chldren re Jehovh's Wtnesses nd leved tht slutng t flg ws bdden  t Bble Ty rgued t expulss volted tr Frst Andnt rghts,336,62481,Minersville School District v. Gobitis,Minersville School District,Walter Gobitis et al.,1,1940-1955,majority opinion
2898,Newt Cntll nd  ss Jehovh's Wtnesses re proselytzng  premnntly Ctholc neghbhood n Cnectcut Ty re trvellng -- nd pprochng people  t street Two pedestrns rected ngrly  n nt-Ctholc ssge Cntll nd  ss re rrested nd chrged wth: (1) volt   Cnectcut sttute requrng lcts  obtn  certfcte e lctng funds  t publc nd (2) nctng  comm-lw brech  t pece,494,62480,Cantwell v. Connecticut,"Newton D. Cantwell, Jesse L. Cantwell, and Russell D. Cantwell",Connecticut,0,1940-1955,majority opinion
2899,"On  publc sdewlk n wnt Rocster Wlter Chplnsky ws dstrng lterture tht spted  lefs s  Jehovh's Wtness nd ttcked  cventl ms  relg Chplnsky clled t t mrshl "" God-dmned rcketeer"" nd "" dmned Fscst"" He ws rrested nd cvcted   stte lw tht prohbted ntentlly fensve dersve  nnoyng speech  ny pers  s lwfully n  street  publc re On ppel Chplnsky rgued tht t lw volted t Frst Andnt  t grounds tht t ws ly vgue",570,62489,Chaplinsky v. New Hampshire,Walter Chaplinsky,New Hampshire,0,1940-1955,majority opinion
2900,Betts ws ndcted  robry n Mrylnd He ws unble  fd counsel nd requested e  ppted   T judge n t cse dened t request nd Betts subsequently pled not gulty He ws cvcted  robry whch  eventully ppeled  t Sre Ct He rgued  ws wrgfully dened  rght  counsel,342,62490,Betts v. Brady,Smith Betts,"Patrick J. Brady, Warden",1,1940-1955,majority opinion
2901,Flburn ws  smll frr n Oho  hrvested nerly 12 cres  wt bove  llotnt  t Agrculturl Adjustnt Act  1938 Flburn ws penlzed  t Act He rgued tht t extr wt tht  hd produced n volt  t lw hd en used    use nd thus hd no effect  nterstte comrce snce t never hd en  t mrket In  vew t nt tht  hd not volted t lw cuse t ddtl wt ws not subject  regult  t Comrce Cluse,521,62493,Wickard v. Filburn,"Claude R. Wickard, Secretary of Agriculture et al.",Roscoe C. Filburn,1,1940-1955,majority opinion
2902,In 1942 t West Vrgn Bd  Educt requred publc schools  nclude slutes  t flg  tecrs nd students s  mndty prt  school ctvtes T chldren n  fmly  Jehovh's Wtnesses refused  perm t slute nd re sent ho  school  n-complnce Ty re l thretened wth rem schools used  crmnlly ctve chldren nd tr prents fced prosecuts  cusng juvenle delnquency,458,62497,West Virginia State Board of Education v. Barnette,West Virginia State Board of Education,Walter Barnette,0,1940-1955,majority opinion
2903,In 1942 Cgress encted t Ergency Prce Ctrol Act  ctrol commodty prces nd prevent nflt  wrt T cse s t cldt  two cses n whch t defendnts re tred nd cvcted n dstrct ct  severl counts  sellng lesle cuts  ef t prces bove t mxmum prces set  t Revsed Mxmum Prce Regult  t Act Durng t trl t dstrct ct ruled ll mots regrdng t vldty  t Regult nd t Act ncludng quests  wtr t Act deprved t defendnts  tr Ffth Andnt rghts  due process T US Ct  Appels  t Frst Crcut ffrd t cvcts,686,62500,Yakus v. United States,Albert Yakus,United States,1,1940-1955,
2904,In respse  t Jpnese ttck  Perl Hrb  Wld Wr II t US gnnt decded  requre Jpnese-Arcns  move n reloct cmps s  mtter  ntl securty Presdent Frnkln Roosevelt sgned Executve Order 9066 n Februry 1942 two mths fter Perl Hrb A Jpnese-Arcn mn lvng n Sn Lendro Fred Kemtsu chose  sty t  resdence rtr thn oy t der  relocte Kemtsu ws rrested nd cvcted  voltng t der He respded  rgung tht Executve Order 9066 volted t Ffth Andnt T Nnth Crcut ffrd Kemtsu's cvct,633,62502,Korematsu v. United States,Fred Toyosaburo Korematsu,United States,0,1940-1955,majority opinion
2905,A New Jersey lw uthzed rembursent  locl school bds  t costs  trnsptt  nd  schools ncludng prvte schools 96%  t prvte schools  neftted  t lw re prochl Ctholc schools Arch R Evers  txpyer n Ewng Tshp fled  lwsut llegng tht t ndrect d  relg volted  t New Jersey stte csttut nd t Frst Andnt After losng n stte cts Evers ppeled  t US Sre Ct  purely federl csttutl grounds,535,62511,Everson v. Board of Education of the Township of Ewing,Arch R. Everson,Board of Education of the Township of Ewing,0,1940-1955,majority opinion
2906,In 1911  St Lous Mss neghbhood encted  rclly restrctve covennt desgned  prevent Afrcn-Arcns nd Asn-Arcns  lvng n t re In 1945 n Afrcn-Arcn fmly (t Slleys) moved n t neghbhood Lous Krer br sut  ence t covennt nd prevent t Slleys  movng n tr house A smlr lwsut rose n Detrot Mchgn Both stte sre cts enced t covennts cuse ty re prvte rtr thn stte ct T Sre Ct cldted t cses  ppel,560,62517,Shelley v. Kraemer,J. D. Shelley and Ethel Lee Shelley et al. ,Louis Kraemer and Fern Kraemer,1,1940-1955,majority opinion
2907,"T cse tested t prncple  ""relesed t"" wre publc schools set sde clss t  relgous nstruct T Chmpgn County Bd  Educt uthzed  progrm n whch sde relgous tecrs hred  prvte thrd prtes provded ekly relgous nstruct n publc schools T clsses re not mndty McCollum n tst complned tht r s ws ostrczed  not ttendng t clsses McCollum eventully sued t school bd n 1945 rgung tht t relgous nstruct n t publc schools volted t Estblshnt Cluse  t Frst Andnt nd t Equl Protect Cluse  t Fteenth Andnt",666,62515,"Illinois ex rel. McCollum v. Board of Ed. of School Dist. No. 71, Champaign County",Illinois ex rel. Vashti McCollum,"Board of Ed. of School Dist. No. 71, Champaign County, Illinois",1,1940-1955,majority opinion
2908,Julus A Wolf Chrles H Fult nd Betty Fult re chrged wth csprcy  perm n bt At trl Wolf objected  evdence mterl nd dmssble s   co-defendnts   ndmssble f  re tred seprtely T Col Sre Ct ld ll three cvcts n whch evdence ws dmtted tht  hve en ndmssble n  prosecut  volt   federl lw n  federl ct,436,62524,Wolf v. Colorado,Julius A. Wolf,Colorado,0,1940-1955,majority opinion
2909,In 1946 Hemn Mr Stt  blck mn ppled  dmss  t Unversty  Texs Lw School Stte lw restrcted ccess  t unversty  whtes nd Stt's pplct ws umtclly rejected cuse   rce Wn Stt sked t stte cts  der  dmss t unversty ttempted  provde seprte  equl fcltes  blck lw students,390,62527,Sweatt v. Painter,Heman Marion Sweatt,Theophilis Shickel Painter,1,1940-1955,majority opinion
2910,In 1948 eleven Communst Prty leders re cvcted  dvoctng t volent throw  t US gnnt nd  t volt  severl pts  t Smth Act T Act mde t unlwful  kngly cspre  tech nd dvocte t throw  destruct  t Unted Sttes gnnt T prty mrs  hd en pettng  clst rems cld tht t Act volted tr Frst Andnt rghts Prty leders re found gulty nd lor cts ld t cvct,505,62531,Dennis v. United States,"Eugene Dennis, John B. Williamson, Jacob Stachel, et al.",United States,0,1940-1955,plurality opinion
2911,In Aprl  1952  t Ken Wr Presdent Trumn ssued n executve der drectng Secretry  Comrce Chrles Swyer  seze nd operte   t nt's steel mlls T ws ne n der  vert t expected effects   strke  t Unted Steelwkers  Arc,297,62535,Youngstown Sheet & Tube Company v. Sawyer,Youngstown Sheet & Tube Company,"Charles Sawyer, Secretary of Commerce",1,1940-1955,majority opinion
2912,"Pete Hernndez n grculturl wker ws ndcted  t murder  Joe Espnoz  n ll-Anglo (whte) grnd jury n Jcks County Texs Clmng tht Mexcn-Arcns re brred  t jury commss tht selected jures nd  pett jures Hernndez' ttneys tred  qush t ndctnt Me Hernndez tred  qush t pett jury pnel clled  servce cuse perss  Mexcn descent re excluded  jury servce n t cse A Mexcn-Arcn hd not served   jury n Jcks County n  25 yers nd thus Hernndez cld tht Mexcn ncestry ctzens re dscrmnted gnst s  specl clss n Jcks County T trl ct dened t mots Hernndez ws found gulty  murder nd sentenced  t ll-Anglo jury  lfe n prs In ffrmng t Texs Ct  Crmnl Appels found tht ""Mexcns remrs  nd wthn t clssfct  t whte rce s dstngusd  mrs  t Negro Rce"" nd rejected t petters' rgunt tht ty re  ""specl clss""  t nng  t Fteenth Andnt Furtr t ct pted  tht "" fr s  re dvsed no mr  t Mexcn ntlty"" chllenged t clssfct s whte  Cucsn",1265,62547,Hernandez v. Texas,Pete Hernandez,Texas,1,1940-1955,majority opinion
2913,T cse ws t cldt  cses rsng n Knss Sh Croln Vrgn Delwre nd Wshngt DC reltng  t segregt  publc schools  t bss  rce In ech  t cses Afrcn Arcn students hd en dened dmttnce  certn publc schools bsed  lws llg publc educt   segregted  rce Ty rgued tht  segregt volted t Equl Protect Cluse  t Fteenth Andnt T plntffs re dened relef n t lor cts bsed  Plessy v Fergus whch ld tht rclly segregted publc fcltes re legl  lg s t fcltes  blcks nd whtes re equl (T ws kn s t “seprte  equl” ctrne),731,62548,Brown v. Board of Education of Topeka (1),"Oliver Brown, Mrs. Richard Lawton, Mrs. Sadie Emmanuel, et al.","Board of Education of Topeka, Shawnee County, Kansas, et al.",0,1940-1955,majority opinion
2914,T DC Bd  Educt dened  pett   gro  prents n Ancost  rclly ntegrte John Phllp Sous Ju Hgh School T follg yer n 1950 t prents s dmss  t ll-whte school  11 Afrcn-Arcn chldren Wn t request ws gn dened  t Bd  Howrd Unversty lw press br  lwsut T clm ws dsmssed  t trl ct,410,62549,Bolling v. Sharpe,Spotswood Thomas Bolling et al.,C. Melvin Sharpe et al.,1,1940-1955,majority opinion
2915,Whle t Rev Mrtn Lutr Kng Jr led  boycott  t rclly segregted bus system n Mtgy Albm t Legl Defense Fund  t NAACP chllenged rcl segregt  t bus system n t federl cts T cse rose n federl ct s  volt  Recstruct-er cvl rghts sttutes nd s  volt  t Equl Protect cluse  t Fteenth Andnt A three-judge dstrct ct ld tht stte encent  t segregted  prvtely ed bus system n Mtgy volted t Equl Protect Cluse T cty ppeled drectly  t Sre Ct,606,62578,Gayle v. Browder,"W. A. Gayle, Mayor of Montgomery",Aurelia Browder,0,1956,per curiam
2916,Jck Abbott nd otr prsers re dened ccess  publcts tht Rchrd Thnburgh t US Attney Generl t t t nd t Federl Bureu  Prss (FBP) deed   detrntl  penologcl nterests FBP regults llow publcts tht  pose  thret  t securty nd dscplne  prss  tht promote crmnl ctvty   rejected Mterl cnnot  rejected bsed  ts poltcl phlophcl  dststeful nture nd prs fcls hve t burden  sng  t restrct ws necessry nd  t dened mterl ws detrntl  penologcl nterests Abbott nd otrs sued nd rgued tht t restrct  certn publcts volted tr Frst Andnt rghts T dstrct ct ld tht prss hd  rght  deny ccess  certn publcts nd tht prs wrdens must  gven brod dscret n tr dutes  mntn t securty  t prs  tr dscret must not lmt t prsers’ Frst Andnt rght  thn wht s necessry  protect t gnnt’s penologcl nterests T US Ct  Appels  t Dstrct  Columb Crcut reversed nd ld tht t prs fcls hd t burden  sng  t dened mterl s detrntl  penologcl nterests,1288,62577,Thornburgh v. Abbott,Richard L. Thornburgh,"Jack Abbott, et al.",1,1988,majority opinion
2917,Dvd Anthy Tyl ws  mr  t “Shst Goz”  gro  robrs bsed n Roke Vrgn tht focused  robbng drug delers  typclly hve drug proceeds n tr ho nd re reluctnt  rept cr Tyl ws ndcted  two counts  robry  t Hobbs Act whch prohbts ctul  ttempted robry  extt ffectng nterstte  egn comrce At Tyl’s secd trl fter  frst resulted n  hung jury t gnnt moved  prevent Tyl  ferng evdence tht robbng  drug deler  grows mrjun sde  stte lnes es not ffect nterstte comrce nd tree cnnot volte t Hobbs Act T dstrct ct grnted t gnnt’s mot nd Tyl ws subsequently cvcted   counts  t Hobbs Act Tyl moved  set sde t verdct  t grounds tht t gnnt  not present suffcent evdence tht  cts ffected nterstte comrce T dstrct ct dened Tyl’s mot nd t US Ct  Appels  t Fth Crcut ffrd t cvct,1081,62580,Taylor v. United States,David Anthony Taylor,United States,0,2015,majority opinion
2918,T Europen Communty nd 26  ts mr sttes sued RJR Nbsco (RJR) nd lleged tht RJR drected mnged nd ctrolled  globl mey-lng enterprse n volt  t Rcketeer Influenced nd Crt Orgnzts (RICO) sttute T Europen Communty cld tht Colombn nd Russn crmnl gnzts mpted llegl drugs n Europen countres wre ty produced revenue n euros tht ws tn led bck n t currency  t crmnl gnzts’ ho countres whle t euros re ld  cgrette mpters t  dscounted rte  purchse RJR’s cgrettes T lwsut lleged tht RJR ctrolled t opert nd n t cse  executng t commtted vrous volts  t RICO sttute s ll s volts  New Yk stte lw T defendnts moved  dsmss nd t dstrct ct grnted t mot bsed  t presumpt t US sttutes  not pply extrterrtlly bsent express Cgressl ntent T US Ct  Appels  t Secd Crcut reversed nd ld tht clms  t RICO sttute cn pply extrterrtlly wn t RICO clm s  volt   predcte sttute tht Cgress clerly ntended  pply extrterrtlly,1235,62582,RJR Nabisco v. The European Community,"RJR Nabisco, Inc., et al.","The European Community, et al.",1,2015,majority opinion
